doc_id,case_id,scenario_id,split,doc_type,source_type,file_format,relative_path,clean_text_path,quality_profile,style_id,supplier_name,supplier_siret,supplier_vat,customer_name,customer_siret,invoice_number,quote_number,attestation_reference,issue_date,due_date,expiration_date,currency,amount_ht,amount_tva,amount_ttc,iban,bic,is_forged,is_expired,has_cross_doc_inconsistency,source_url,notes
validation-00047-invoice,validation-00047,legitimate_smartphone,validation,invoice,synthetic,jpg,raw/validation/validation-00047/validation-00047-invoice.jpg,clean/validation/validation-00047/validation-00047-invoice.txt,smartphone_photo,minimal_gray,MAGASIN SAYDA BOUTIQUE,02404014900015,FR86024040149,FABRICE GILLOTTE,01575114200017,FAC-202601-0047,,,2026-01-31,2026-03-02,,EUR,9890.79,1978.16,11868.95,FR7658170706512132228563662,UUUTJFAQ,False,False,False,,
validation-00048-invoice,validation-00048,forged_amount_pdf,validation,invoice,synthetic,pdf,raw/validation/validation-00048/validation-00048-invoice.pdf,clean/validation/validation-00048/validation-00048-invoice.txt,clean_pdf,ocean_teal,LE CINTRA - L'ADAGIO,01555034600017,FR64015550346,DORAS,01585179300933,FAC-202602-0048,,,2026-02-02,2026-03-04,,EUR,2392.54,478.51,3021.04,FR7666562310567322287923470,ZYGSHMSU,True,False,False,,Montant TTC incoherent avec le detail des lignes.
validation-00049-invoice,validation-00049,forged_identifier_scan,validation,invoice,synthetic,png,raw/validation/validation-00049/validation-00049-invoice.png,clean/validation/validation-00049/validation-00049-invoice.txt,pixelated_scan,midnight_navy,TRANSMECA,02405811700030,FR58024058117,ACTEMIUM ABBEVILLE,00582037800031,FAC-202511-0049,,,2025-11-12,2025-12-12,,EUR,10164.69,2032.94,12197.63,FR7648746368435188813035115,WKRVFGWZ,True,False,False,,Identifiant fournisseur potentiellement falsifie.
validation-00050-invoice,validation-00050,invoice_quote_mismatch,validation,invoice,synthetic,pdf,raw/validation/validation-00050/validation-00050-invoice.pdf,clean/validation/validation-00050/validation-00050-invoice.txt,clean_pdf,compliance_green,TRANSPORT SALAMA,02404198000012,FR50024041980,NEOTYPO,01575111800033,FAC-202601-0050,,,2026-01-27,2026-02-26,,EUR,3216.07,643.21,3859.28,FR7679115163465411478077621,HCOORDME,False,False,True,,Le devis et la facture n'ont pas le meme montant.
validation-00050-quote,validation-00050,invoice_quote_mismatch,validation,quote,synthetic,pdf,raw/validation/validation-00050/validation-00050-quote.pdf,clean/validation/validation-00050/validation-00050-quote.txt,clean_pdf,compliance_green,TRANSPORT SALAMA,02404198000012,FR50024041980,NEOTYPO,01575111800033,,DEV-202601-0050,,2026-01-21,2026-02-20,,EUR,3032.73,606.55,3639.28,,,False,False,True,,Devis commercial lie a la facture. | Le devis et la facture n'ont pas le meme montant.
validation-00051-invoice,validation-00051,expired_attestation,validation,invoice,synthetic,pdf,raw/validation/validation-00051/validation-00051-invoice.pdf,clean/validation/validation-00051/validation-00051-invoice.txt,clean_pdf,sand_gold,AGT DISTRIBUTION,02404142800012,FR43024041428,DUBOIS,00562011700019,FAC-202601-0051,,,2026-01-02,2026-02-01,,EUR,4388.00,877.60,5265.60,FR7648431825069225367439902,QBZTYIBU,False,True,True,,Attestation hors validite.
validation-00051-attestation,validation-00051,expired_attestation,validation,attestation,synthetic,pdf,raw/validation/validation-00051/validation-00051-attestation.pdf,clean/validation/validation-00051/validation-00051-attestation.txt,clean_pdf,sand_gold,AGT DISTRIBUTION,02404142800012,FR43024041428,DUBOIS,00562011700019,,,ATTEST-202601-0051,2026-01-02,,2025-12-25,EUR,0.00,0.00,0.00,,,False,True,True,,Document de conformite pour verification fournisseur. | Attestation hors validite.
validation-00052-invoice,validation-00052,attestation_siret_mismatch,validation,invoice,synthetic,png,raw/validation/validation-00052/validation-00052-invoice.png,clean/validation/validation-00052/validation-00052-invoice.txt,scan_blur_rotation,corporate_blue,PLOMBERIE SANITAIRE 2000,02405800000019,FR95024058000,TERROIRS DE FAMILLE,01555065000061,FAC-202603-0052,,,2026-03-09,2026-04-08,,EUR,5113.47,1022.69,6136.16,FR7673637896738462824579503,UWIRKVVL,False,False,True,,
validation-00052-attestation,validation-00052,attestation_siret_mismatch,validation,attestation,synthetic,png,raw/validation/validation-00052/validation-00052-attestation.png,clean/validation/validation-00052/validation-00052-attestation.txt,scan_blur_rotation,corporate_blue,PLOMBERIE SANITAIRE 2000,01724351000066,FR54017243510,TERROIRS DE FAMILLE,01555065000061,,,ATTEST-202603-0052,2026-03-09,,2026-07-07,EUR,0.00,0.00,0.00,,,False,False,True,,Document de conformite pour verification fournisseur.
validation-00053-invoice,validation-00053,rib_mismatch,validation,invoice,synthetic,pdf,raw/validation/validation-00053/validation-00053-invoice.pdf,clean/validation/validation-00053/validation-00053-invoice.txt,clean_pdf,heritage_burgundy,DOUKA BE BOUENI,02404912400241,FR45024049124,SOCIETE EST METROPOLES,01615041900089,FAC-202602-0053,,,2026-02-14,2026-03-16,,EUR,4154.96,830.99,4985.95,FR7668432858241767910708618,MUNWSDUY,False,False,True,,
validation-00053-rib,validation-00053,rib_mismatch,validation,rib,synthetic,pdf,raw/validation/validation-00053/validation-00053-rib.pdf,clean/validation/validation-00053/validation-00053-rib.txt,clean_pdf,heritage_burgundy,ETABLISSEMENTS GUERARD,02404912400241,FR45024049124,SOCIETE EST METROPOLES,01615041900089,,,,2026-02-14,,,EUR,0.00,0.00,0.00,FR7668432858241767910708618,MUNWSDUY,False,False,True,,Coordonnees bancaires fournisseur.
validation-00054-invoice,validation-00054,missing_field_scan,validation,invoice,synthetic,png,raw/validation/validation-00054/validation-00054-invoice.png,clean/validation/validation-00054/validation-00054-invoice.txt,low_contrast_scan,sand_gold,PLANET'CHAUSS,02407118500011,FR74024071185,CODIMEC,01675055600082,FAC-202509-0054,,,2025-09-03,,,EUR,10287.52,2057.50,12345.02,FR7628989877868022211541464,UCOCHQHO,False,False,False,,La date d'echeance est absente du document.
test-00055-invoice,test-00055,legitimate_pdf,test,invoice,synthetic,pdf,raw/test/test-00055/test-00055-invoice.pdf,clean/test/test-00055/test-00055-invoice.txt,clean_pdf,industrial_orange,SNC MCBTP,02406684700013,FR58024066847,FLEUR D'OR,02404946200021,FAC-202511-0055,,,2025-11-29,2025-12-29,,EUR,10619.25,2123.85,12743.10,FR7671946090330774437517805,IBAAFVBK,False,False,False,,
test-00056-invoice,test-00056,legitimate_pdf,test,invoice,synthetic,pdf,raw/test/test-00056/test-00056-invoice.pdf,clean/test/test-00056/test-00056-invoice.txt,clean_pdf,tech_slate,ATELIERS DE LA PROVIDENCE,00698023900021,FR78006980239,MOINECHA TRANSPORT,02405873700016,FAC-202511-0056,,,2025-11-13,2025-12-13,,EUR,4933.95,986.79,5920.74,FR7663166357155845466662859,RYYYVEIH,False,False,False,,
test-00057-invoice,test-00057,legitimate_scan,test,invoice,synthetic,png,raw/test/test-00057/test-00057-invoice.png,clean/test/test-00057/test-00057-invoice.txt,scan_blur_rotation,compliance_green,EIFFAGE CONSTRUCTION SAONE ET LOIRE,01545141200074,FR82015451412,LA BRIOCHE DOREE,01545121400041,FAC-202603-0057,,,2026-03-10,2026-04-09,,EUR,5133.41,1026.68,6160.09,FR7698626765750605455596715,GQQQGDWK,False,False,False,,
test-00058-invoice,test-00058,legitimate_scan,test,invoice,synthetic,png,raw/test/test-00058/test-00058-invoice.png,clean/test/test-00058/test-00058-invoice.txt,scan_blur_rotation,sand_gold,E-VOYAGE COMORES AVIATION INTERNATIONAL,02406891800028,FR63024068918,HILA CARRELAGE,02404152700011,FAC-202601-0058,,,2026-01-05,2026-02-04,,EUR,12481.33,2496.27,14977.60,FR7662794726897458312181186,JPLAAIGH,False,False,False,,
test-00059-invoice,test-00059,legitimate_smartphone,test,invoice,synthetic,jpg,raw/test/test-00059/test-00059-invoice.jpg,clean/test/test-00059/test-00059-invoice.txt,smartphone_photo,industrial_orange,ENTREPRISE GOULAMHOUSSEN FIDAHOUSSEN,02405498300010,FR65024054983,HANUMAN INDUSTRIE,02404800100028,FAC-202511-0059,,,2025-11-29,2025-12-29,,EUR,11458.57,2291.71,13750.28,FR7677645834277736046916471,IJJKQKRB,False,False,False,,
test-00060-invoice,test-00060,legitimate_smartphone,test,invoice,synthetic,jpg,raw/test/test-00060/test-00060-invoice.jpg,clean/test/test-00060/test-00060-invoice.txt,smartphone_photo,heritage_burgundy,LA BRIOCHE DOREE,01545121400041,FR70015451214,P.A.S.M,02405861200011,FAC-202602-0060,,,2026-02-08,2026-03-10,,EUR,1622.44,324.49,1946.93,FR7671595665611571713876988,PYBUGOKL,False,False,False,,
test-00061-invoice,test-00061,forged_amount_pdf,test,invoice,synthetic,pdf,raw/test/test-00061/test-00061-invoice.pdf,clean/test/test-00061/test-00061-invoice.txt,clean_pdf,civic_red,DOUKA BE,02404912400084,FR45024049124,ASM,01555088200839,FAC-202512-0061,,,2025-12-03,2026-01-02,,EUR,6701.40,1340.28,8191.67,FR7611607063750922342762752,OPOLVKOQ,True,False,False,,Montant TTC incoherent avec le detail des lignes.
test-00062-invoice,test-00062,forged_amount_pdf,test,invoice,synthetic,pdf,raw/test/test-00062/test-00062-invoice.pdf,clean/test/test-00062/test-00062-invoice.txt,clean_pdf,civic_red,GROUPE CHOPARD,01555166600058,FR47015551666,DORAS,01585179300313,FAC-202507-0062,,,2025-07-31,2025-08-30,,EUR,11009.28,2201.86,13361.13,FR7605508882388990888078162,LDQYJHYC,True,False,False,,Montant TTC incoherent avec le detail des lignes.
test-00063-invoice,test-00063,forged_identifier_scan,test,invoice,synthetic,png,raw/test/test-00063/test-00063-invoice.png,clean/test/test-00063/test-00063-invoice.txt,pixelated_scan,civic_red,SUD MENUISERIE ET BTP,02405244100014,FR05024052441,EUROPE SOL,02405759800013,FAC-202511-0063,,,2025-11-10,2025-12-10,,EUR,8078.25,1615.65,9693.90,FR7661191633014106783894420,CRJIZSEN,True,False,False,,Identifiant fournisseur potentiellement falsifie.
test-00064-invoice,test-00064,forged_identifier_scan,test,invoice,synthetic,png,raw/test/test-00064/test-00064-invoice.png,clean/test/test-00064/test-00064-invoice.txt,pixelated_scan,midnight_navy,MINETTO MATERIAUX,00735020000075,FR87007350200,LOULOU BEAUTE,02406830600018,FAC-202602-0064,,,2026-02-06,2026-03-08,,EUR,2194.04,438.81,2632.85,FR7628142188259281800672385,EGOXNINL,True,False,False,,Identifiant fournisseur potentiellement falsifie.
test-00065-invoice,test-00065,invoice_quote_mismatch,test,invoice,synthetic,pdf,raw/test/test-00065/test-00065-invoice.pdf,clean/test/test-00065/test-00065-invoice.txt,clean_pdf,heritage_burgundy,BELAY ARC EN CIEL MAYOTTE EIRL,02404673200020,FR47024046732,FIDECA,01715120000601,FAC-202508-0065,,,2025-08-02,2025-09-01,,EUR,1032.40,206.48,1238.88,FR7606915289877290942205466,SNOHBOYQ,False,False,True,,Le devis et la facture n'ont pas le meme montant.
test-00065-quote,test-00065,invoice_quote_mismatch,test,quote,synthetic,pdf,raw/test/test-00065/test-00065-quote.pdf,clean/test/test-00065/test-00065-quote.txt,clean_pdf,heritage_burgundy,BELAY ARC EN CIEL MAYOTTE EIRL,02404673200020,FR47024046732,FIDECA,01715120000601,,DEV-202508-0065,,2025-07-27,2025-08-26,,EUR,849.07,169.81,1018.88,,,False,False,True,,Devis commercial lie a la facture. | Le devis et la facture n'ont pas le meme montant.
test-00066-invoice,test-00066,invoice_quote_mismatch,test,invoice,synthetic,pdf,raw/test/test-00066/test-00066-invoice.pdf,clean/test/test-00066/test-00066-invoice.txt,clean_pdf,heritage_burgundy,CINEMA OLYMPIA,01695041200029,FR65016950412,ROYAL EUROS,02406500500019,FAC-202602-0066,,,2026-02-07,2026-03-09,,EUR,4910.34,982.07,5892.41,FR7633020908571246580329404,ZYOQCCHB,False,False,True,,Le devis et la facture n'ont pas le meme montant.
test-00066-quote,test-00066,invoice_quote_mismatch,test,quote,synthetic,pdf,raw/test/test-00066/test-00066-quote.pdf,clean/test/test-00066/test-00066-quote.txt,clean_pdf,heritage_burgundy,CINEMA OLYMPIA,01695041200029,FR65016950412,ROYAL EUROS,02406500500019,,DEV-202602-0066,,2026-02-01,2026-03-03,,EUR,4727.01,945.40,5672.41,,,False,False,True,,Devis commercial lie a la facture. | Le devis et la facture n'ont pas le meme montant.
test-00067-invoice,test-00067,expired_attestation,test,invoice,synthetic,pdf,raw/test/test-00067/test-00067-invoice.pdf,clean/test/test-00067/test-00067-invoice.txt,clean_pdf,industrial_orange,DORAS,01585179300271,FR74015851793,DORAS,01585179300404,FAC-202510-0067,,,2025-10-01,2025-10-31,,EUR,6018.63,1203.73,7222.36,FR7639725127332219707746792,YGOJSWSN,False,True,True,,Attestation hors validite.
test-00067-attestation,test-00067,expired_attestation,test,attestation,synthetic,pdf,raw/test/test-00067/test-00067-attestation.pdf,clean/test/test-00067/test-00067-attestation.txt,clean_pdf,industrial_orange,DORAS,01585179300271,FR74015851793,DORAS,01585179300404,,,ATTEST-202510-0067,2025-10-01,,2025-09-23,EUR,0.00,0.00,0.00,,,False,True,True,,Document de conformite pour verification fournisseur. | Attestation hors validite.
test-00068-invoice,test-00068,expired_attestation,test,invoice,synthetic,pdf,raw/test/test-00068/test-00068-invoice.pdf,clean/test/test-00068/test-00068-invoice.txt,clean_pdf,ocean_teal,KOTRI,02405831500029,FR70024058315,E.C.P.P.,02406496600013,FAC-202509-0068,,,2025-09-17,2025-10-17,,EUR,3975.58,795.12,4770.70,FR7631372711917400589789833,IMPQRTOV,False,True,True,,Attestation hors validite.
test-00068-attestation,test-00068,expired_attestation,test,attestation,synthetic,pdf,raw/test/test-00068/test-00068-attestation.pdf,clean/test/test-00068/test-00068-attestation.txt,clean_pdf,ocean_teal,KOTRI,02405831500029,FR70024058315,E.C.P.P.,02406496600013,,,ATTEST-202509-0068,2025-09-17,,2025-09-09,EUR,0.00,0.00,0.00,,,False,True,True,,Document de conformite pour verification fournisseur. | Attestation hors validite.
test-00069-invoice,test-00069,attestation_siret_mismatch,test,invoice,synthetic,png,raw/test/test-00069/test-00069-invoice.png,clean/test/test-00069/test-00069-invoice.txt,scan_blur_rotation,civic_red,DORAS,01585179301048,FR74015851793,MPPI,01585179300982,FAC-202601-0069,,,2026-01-03,2026-02-02,,EUR,4652.38,930.48,5582.86,FR7601990474422521414217823,LYKURICY,False,False,True,,
test-00069-attestation,test-00069,attestation_siret_mismatch,test,attestation,synthetic,png,raw/test/test-00069/test-00069-attestation.png,clean/test/test-00069/test-00069-attestation.txt,scan_blur_rotation,civic_red,DORAS,02405358900016,FR54024053589,MPPI,01585179300982,,,ATTEST-202601-0069,2026-01-03,,2026-05-03,EUR,0.00,0.00,0.00,,,False,False,True,,Document de conformite pour verification fournisseur.
test-00070-invoice,test-00070,attestation_siret_mismatch,test,invoice,synthetic,png,raw/test/test-00070/test-00070-invoice.png,clean/test/test-00070/test-00070-invoice.txt,scan_blur_rotation,ocean_teal,TAYAR SERVICE,02405327400015,FR79024053274,DOUKA BE KAHANI,02404912400456,FAC-202508-0070,,,2025-08-26,2025-09-25,,EUR,4481.40,896.28,5377.68,FR7622141491252213756662215,CCQJQSHX,False,False,True,,
test-00070-attestation,test-00070,attestation_siret_mismatch,test,attestation,synthetic,png,raw/test/test-00070/test-00070-attestation.png,clean/test/test-00070/test-00070-attestation.txt,scan_blur_rotation,ocean_teal,TAYAR SERVICE,00708001300027,FR58007080013,DOUKA BE KAHANI,02404912400456,,,ATTEST-202508-0070,2025-08-26,,2025-12-24,EUR,0.00,0.00,0.00,,,False,False,True,,Document de conformite pour verification fournisseur.
test-00071-invoice,test-00071,rib_mismatch,test,invoice,synthetic,pdf,raw/test/test-00071/test-00071-invoice.pdf,clean/test/test-00071/test-00071-invoice.txt,clean_pdf,ocean_teal,SANDAWANA,02405315900034,FR25024053159,BOULANGERIE BARAKA M'FILAOUNI,02404494300025,FAC-202508-0071,,,2025-08-14,2025-09-13,,EUR,13393.89,2678.78,16072.67,FR7616055465959715999340947,JJBQEPEY,False,False,True,,
test-00071-rib,test-00071,rib_mismatch,test,rib,synthetic,pdf,raw/test/test-00071/test-00071-rib.pdf,clean/test/test-00071/test-00071-rib.txt,clean_pdf,ocean_teal,PIERRE DE L'YONNE,02405315900034,FR25024053159,BOULANGERIE BARAKA M'FILAOUNI,02404494300025,,,,2025-08-14,,,EUR,0.00,0.00,0.00,FR7616055465959715999340947,JJBQEPEY,False,False,True,,Coordonnees bancaires fournisseur.
test-00072-invoice,test-00072,rib_mismatch,test,invoice,synthetic,pdf,raw/test/test-00072/test-00072-invoice.pdf,clean/test/test-00072/test-00072-invoice.txt,clean_pdf,heritage_burgundy,HOTEL DARCY DIJON CENTRE,01565125000019,FR39015651250,ENTREPRISE ASSANI ALI,02407098900025,FAC-202511-0072,,,2025-11-08,2025-12-08,,EUR,2970.61,594.12,3564.73,FR7657515971235636342919059,CMRNVGMG,False,False,True,,
test-00072-rib,test-00072,rib_mismatch,test,rib,synthetic,pdf,raw/test/test-00072/test-00072-rib.pdf,clean/test/test-00072/test-00072-rib.txt,clean_pdf,heritage_burgundy,AUTODISTRIBUTION COLARD,01565125000019,FR39015651250,ENTREPRISE ASSANI ALI,02407098900025,,,,2025-11-08,,,EUR,0.00,0.00,0.00,FR7657515971235636342919059,CMRNVGMG,False,False,True,,Coordonnees bancaires fournisseur.
test-00073-invoice,test-00073,missing_field_scan,test,invoice,synthetic,png,raw/test/test-00073/test-00073-invoice.png,clean/test/test-00073/test-00073-invoice.txt,low_contrast_scan,ocean_teal,SIPA,01585028200029,FR03015850282,SALLE DE JEUX JUGY,00684162100029,FAC-202509-0073,,,2025-09-14,,,EUR,11770.24,2354.05,14124.29,FR7690600839602681851633859,TJZRSJYM,False,False,False,,La date d'echeance est absente du document.
test-00074-invoice,test-00074,missing_field_scan,test,invoice,synthetic,png,raw/test/test-00074/test-00074-invoice.png,clean/test/test-00074/test-00074-invoice.txt,low_contrast_scan,civic_red,LE FIACRE,00732021100035,FR39007320211,DORAS,01585179300206,FAC-202507-0074,,,2025-07-22,,,EUR,17018.75,3403.75,20422.50,FR7614178853047257188438234,XRCKJBNK,False,False,False,,La date d'echeance est absente du document.
